Purchase ID,Purchase Date,Item Purchased,Category,Purchase Amount (USD),Size,Color,Season,Shipping Type,Discount Applied,Promo Code Used,Payment Method
867270ce-e8ce-449b-aa4a-6e1aaaa48275,2023-06-06 15:41:33.872545006+00:00,Shorts,Clothing,30,L,Pink,Spring,Standard,No,No,Credit Card
73b88d54-3e25-4f4c-9e03-d8e66487fbc9,2023-06-30 05:24:31.181263888+00:00,Pants,Clothing,51,S,Cyan,Summer,Express,No,No,Debit Card
be9ebf9d-137f-44e8-b089-d44eed5c2ac1,2023-08-09 12:04:17.867678462+00:00,Sweater,Clothing,90,M,White,Fall,Express,No,No,Debit Card
ffe2fe4a-e007-48f1-ad18-40abf4159cf2,2023-05-03 03:37:37.003555061+00:00,Jacket,Outerwear,95,XL,Purple,Winter,Express,No,No,Credit Card
a0a7c3c7-b4d4-43d2-998e-bd14f42ba466,2023-09-23 04:25:31.178062445+00:00,Dress,Clothing,81,L,Yellow,Fall,Standard,No,No,Venmo
571696ab-19f4-46db-939c-a898888159b6,2023-10-26 11:39:17.842185347+00:00,Shirt,Clothing,70,S,Blue,Spring,Standard,No,No,Credit Card
cde6a3a7-36cf-4460-9c6f-7bf4028504da,2023-10-14 01:44:39.591807371+00:00,Dress,Clothing,32,S,Cyan,Winter,Next Day Air,No,No,Bank Transfer
cc748dff-4e9c-44e3-8152-91a217917954,2023-03-19 13:50:04.478566918+00:00,Belt,Accessories,94,M,Indigo,Spring,Next Day Air,No,No,Credit Card
8c209b32-d959-4258-89f3-26b9e73b99ad,2023-01-21 13:10:54.946807634+00:00,Hat,Accessories,29,XL,Indigo,Spring,Next Day Air,No,No,Venmo
9a9bdfa3-2cc5-4d1b-bdc0-7bdb85c3f175,2023-11-12 02:45:19.897059675+00:00,Backpack,Accessories,31,M,Silver,Summer,Express,No,No,PayPal
a38caeac-4f01-419d-9c35-a0ee11af8a21,2023-10-17 03:35:26.358665448+00:00,Skirt,Clothing,20,XL,Red,Fall,Standard,No,No,Venmo
d3d70dd1-8f32-4c8b-8fc1-dacba7eb5538,2023-12-20 11:36:59.873650251+00:00,Gloves,Accessories,44,M,Peach,Winter,2-Day Shipping,No,No,PayPal
6317eb36-e001-486d-966c-fb0bce9df5f5,2023-04-21 10:54:20.298003001+00:00,Jacket,Outerwear,77,L,Turquoise,Fall,Express,No,No,Cash
53dac8ca-b170-4c7b-8354-5554cc657de6,2023-07-03 10:37:09.915234113+00:00,Handbag,Accessories,51,M,Pink,Spring,Next Day Air,No,No,PayPal
e31defc6-28a0-45cc-a69b-c070e06c2371,2023-12-15 04:00:09.597719243+00:00,Sandals,Footwear,49,M,Teal,Summer,Free Shipping,No,No,Bank Transfer
89e64565-2453-4cd9-b350-27550b5e971f,2023-02-12 03:35:12.154720502+00:00,Sunglasses,Accessories,78,L,Magenta,Spring,Store Pickup,No,No,Cash
11968bfb-5a6e-4516-858e-02b24845d264,2023-02-09 13:15:39.531061459+00:00,Jeans,Clothing,98,L,Blue,Spring,Store Pickup,No,No,Debit Card
78d1b448-c65a-4443-8ad4-738b22f9c2b2,2023-12-20 19:13:52.646773573+00:00,Sandals,Footwear,94,M,Green,Winter,Store Pickup,No,No,PayPal
7c3a2f81-b912-4a3f-ba8c-120b7c74054c,2023-01-05 08:01:23.329339332+00:00,Shoes,Footwear,91,L,Violet,Summer,Express,No,No,PayPal
ea07a9e5-9b07-4186-937c-a93b57ffa39d,2023-05-09 22:46:34.139641830+00:00,Sunglasses,Accessories,77,M,Turquoise,Summer,2-Day Shipping,No,No,PayPal
ac1cf6a0-42a5-43ae-89bb-28ad1a9af0b5,2023-12-12 08:45:32.867995199+00:00,Scarf,Accessories,97,M,Pink,Summer,Next Day Air,No,No,Debit Card
0b424b21-7993-4207-925a-3b23a0e6589a,2023-01-12 21:17:11.436449235+00:00,Skirt,Clothing,58,M,Black,Summer,2-Day Shipping,No,No,PayPal
4750d6bd-220d-4af4-bb47-51235e098ef0,2023-02-21 19:58:17.280451898+00:00,Gloves,Accessories,97,M,Gold,Spring,2-Day Shipping,No,No,Credit Card
a0ee3226-ca3c-455d-aad1-6e11e10584eb,2023-08-28 21:52:13.981269207+00:00,Coat,Outerwear,48,L,Green,Summer,2-Day Shipping,No,No,Venmo
26689a71-3123-4b50-ab8f-f8507a7e7ddd,2023-01-29 18:56:57.776756270+00:00,Belt,Accessories,23,XL,White,Summer,Express,No,No,Cash
58f267af-31dd-45d0-839e-8217b12a86e7,2023-04-15 01:08:58.333063228+00:00,Pants,Clothing,79,M,Gold,Winter,Free Shipping,No,No,Bank Transfer
ce13ca23-655f-4fd7-b86a-e93e76227daa,2023-07-11 22:55:49.528086136+00:00,Jewelry,Accessories,42,S,Charcoal,Spring,Express,No,No,PayPal
d43ec7ba-c1ad-411f-93f5-28d66f6bfa5f,2023-10-12 00:53:10.533715227+00:00,Backpack,Accessories,95,L,White,Spring,2-Day Shipping,No,No,PayPal
d9e7a503-e3ac-466b-befa-8377a6c1e754,2023-12-10 21:26:20.233725059+00:00,Sneakers,Footwear,29,M,Brown,Summer,Next Day Air,No,No,Venmo
2210a8b9-7669-4a4a-b68a-0e46015ca9ee,2023-06-14 21:08:36.493596230+00:00,Hoodie,Clothing,98,L,Gold,Winter,2-Day Shipping,No,No,Venmo
fff6401d-92ef-4353-ab49-c983b0800c38,2023-01-25 13:56:40.487384261+00:00,Blouse,Clothing,96,S,Purple,Spring,Express,No,No,Cash
01375e63-468e-4ca7-9875-30f18c846cd0,2023-10-22 14:55:18.976668288+00:00,Sunglasses,Accessories,66,M,Brown,Fall,Next Day Air,No,No,Credit Card
c83c4c4f-3758-43c9-9d51-976872c98ad8,2023-02-25 04:27:21.640024283+00:00,Boots,Footwear,80,S,Teal,Spring,Standard,No,No,Debit Card
66965ad6-e802-43e7-adff-24fbb46dfc4c,2023-09-08 15:26:34.235290667+00:00,Sneakers,Footwear,27,L,Indigo,Summer,Next Day Air,No,No,Cash
334c5833-2e87-4e1d-b493-3338bbeac28e,2023-01-21 21:15:25.699631352+00:00,Backpack,Accessories,25,M,Purple,Fall,Express,No,No,Debit Card
bf147b6b-5d8b-4ca0-ac2d-c551b66bf714,2023-10-27 19:15:28.849076071+00:00,Pants,Clothing,45,M,Orange,Fall,2-Day Shipping,No,No,Cash
33803ff2-c1a8-46c0-9d6c-fb345174d5a1,2023-09-14 23:35:47.252374079+00:00,Socks,Clothing,89,L,Indigo,Winter,2-Day Shipping,No,No,Debit Card
697728b0-ff89-47b5-a1e1-67b703cf3f29,2023-01-30 05:39:54.144212759+00:00,Belt,Accessories,27,M,Lavender,Winter,2-Day Shipping,No,No,Cash
fb0dae43-01c9-4ca2-8f1c-fd29da65020e,2023-02-11 16:47:05.661101348+00:00,Sunglasses,Accessories,90,S,Purple,Winter,Free Shipping,No,No,Debit Card
9d14257d-ffd7-47a0-9459-8c49dee252ae,2023-12-30 18:48:21.416073181+00:00,Shirt,Clothing,65,M,Red,Summer,Express,No,No,PayPal
d40d0198-22ac-42c8-9b49-136e71d1e74c,2023-03-19 06:24:27.697628549+00:00,Sneakers,Footwear,72,S,Blue,Spring,Express,No,No,Cash
9515d376-1d89-4cf0-88d3-f570c48b661f,2023-08-11 17:14:38.758126299+00:00,Shoes,Footwear,70,L,Blue,Fall,2-Day Shipping,No,No,Cash
4a8ccc84-2e5b-4627-a676-c11c86818d03,2023-07-06 20:24:23.432964273+00:00,Sandals,Footwear,82,M,Cyan,Winter,Store Pickup,No,No,PayPal
21c568d9-38bf-4b53-b53b-e257aea18b7b,2023-03-09 17:30:28.525806373+00:00,Scarf,Accessories,97,S,Pink,Fall,Express,No,No,Credit Card
7271bb2d-094d-455d-b04f-e365a910c212,2023-04-16 19:29:50.695431592+00:00,Shirt,Clothing,25,M,Silver,Summer,2-Day Shipping,No,No,PayPal
6e818574-af6e-49ab-83d7-aa4748fe872c,2023-04-04 01:34:40.892344369+00:00,Skirt,Clothing,48,M,Gray,Spring,Free Shipping,No,No,PayPal
d52b372c-174a-45f3-bc3f-c74f097c8627,2023-09-23 05:37:52.659743570+00:00,Boots,Footwear,99,M,Indigo,Summer,Next Day Air,No,No,Venmo
78531091-1b4d-4cbc-8f49-b8597496996d,2023-05-21 09:42:29.754799665+00:00,Sweater,Clothing,21,M,Maroon,Summer,2-Day Shipping,No,No,Debit Card
7eb246a4-a54c-47ed-a130-a5d569805678,2023-03-14 21:28:46.595104724+00:00,Sandals,Footwear,94,M,Beige,Spring,Express,No,No,Bank Transfer
c0cdd2c3-93f6-4b1a-91b2-7f2a5d960c90,2023-09-27 22:35:19.266398884+00:00,Jeans,Clothing,53,L,Green,Fall,Store Pickup,No,No,Cash
015dd0c5-0127-4366-b70e-167858205ad2,2023-04-19 07:57:18.100075586+00:00,Backpack,Accessories,70,M,Peach,Winter,Standard,No,No,Debit Card
cb7bf46f-b428-4b5c-b240-e04ed3781643,2023-04-28 04:43:07.248853334+00:00,Skirt,Clothing,26,L,Black,Summer,Standard,No,No,PayPal
1fca68c9-5638-41bb-b130-38fdf298ac22,2023-12-07 07:39:14.206093280+00:00,Belt,Accessories,82,S,Pink,Summer,Next Day Air,No,No,Credit Card
77a525e3-8f25-423d-84bf-60a2602714fe,2023-03-03 22:15:00.253060132+00:00,Shoes,Footwear,47,S,Violet,Winter,Standard,No,No,Debit Card
9b970621-48af-4327-9bfc-1f7f4d7083d7,2023-12-11 16:22:52.421852270+00:00,Socks,Clothing,32,S,Green,Winter,Next Day Air,No,No,Bank Transfer
2b2b9aaa-b138-4c36-84cf-6cee8896f8eb,2023-08-10 23:22:08.388920567+00:00,Backpack,Accessories,97,S,Gold,Fall,Store Pickup,No,No,Bank Transfer
5b948291-3725-4c8c-b24c-384887714807,2023-09-16 04:45:35.043822755+00:00,Shirt,Clothing,68,S,Red,Winter,Store Pickup,No,No,Cash
5d25ec2e-ae3e-476b-9fbb-4732e84f4623,2023-07-15 19:36:09.695189138+00:00,Sweater,Clothing,23,M,Beige,Winter,Next Day Air,No,No,Cash
afee28aa-1377-40f1-9383-8d516814be26,2023-01-24 16:44:08.748506029+00:00,Handbag,Accessories,33,M,Green,Winter,Standard,No,No,Venmo
07470375-6ad3-40e6-97e9-621cbe20d751,2023-09-25 09:08:11.444858875+00:00,Jewelry,Accessories,38,S,Black,Winter,Store Pickup,No,No,Cash
231813ec-01b5-45cf-baa9-e7602fbc6c19,2023-08-13 08:31:48.025573340+00:00,Socks,Clothing,68,S,Teal,Winter,Store Pickup,No,No,Cash
33f05eae-d563-4a03-b658-925aefaded3a,2023-03-14 01:03:22.566828161+00:00,Socks,Clothing,23,L,Silver,Fall,Express,No,No,PayPal
9cd9613b-0a65-4567-82c0-ceec9ca9fcdd,2023-01-11 15:02:31.723187746+00:00,Shirt,Clothing,29,M,Turquoise,Summer,Express,No,No,Debit Card
30697a80-fefb-4466-b248-b5a9a756b224,2023-11-03 19:30:07.931461276+00:00,Scarf,Accessories,35,M,Orange,Winter,Express,No,No,Bank Transfer
ff3a05c0-1e9e-4a0e-8477-e734ef369f20,2023-07-10 11:49:22.587031187+00:00,Shoes,Footwear,73,S,Gold,Fall,Standard,No,No,Credit Card
c443a89d-cece-44d5-8e45-3a15445dabc9,2023-04-30 07:28:57.440006933+00:00,Shoes,Footwear,84,XL,Purple,Fall,2-Day Shipping,No,No,Venmo
8e2dc74d-0b90-4b05-a679-2a7d9fbcbf1e,2023-10-20 10:29:34.975693707+00:00,Scarf,Accessories,23,M,Pink,Spring,Next Day Air,No,No,PayPal
f7f573d4-95b6-4843-8d65-dc8a9e4987d6,2023-09-13 10:55:04.634108275+00:00,Sunglasses,Accessories,67,S,Green,Summer,Standard,No,No,Credit Card
fc13c506-608c-4b02-b58e-cf33b485737b,2023-01-16 01:22:21.382333654+00:00,Socks,Clothing,51,L,Charcoal,Spring,Standard,No,No,Credit Card
76798cd3-c11b-4770-85b8-4a9e6fb3d38e,2023-04-30 06:05:11.092163824+00:00,Blouse,Clothing,36,M,Maroon,Winter,Next Day Air,No,No,Cash
edfbe367-babc-4199-b243-d185078fcc0a,2023-09-05 06:14:00.186093195+00:00,Jeans,Clothing,55,L,Olive,Summer,Express,No,No,Venmo
1f846ba8-8ae6-4ccb-97c7-075fb9c77535,2023-01-16 16:39:37.774988786+00:00,Shorts,Clothing,30,M,Peach,Spring,Store Pickup,No,No,PayPal
01b38035-85ef-415e-a030-98519eb2963c,2023-11-02 06:05:08.001437753+00:00,T-shirt,Clothing,70,S,Yellow,Summer,Express,No,No,Bank Transfer
ae873c8f-beda-427b-843c-756c75fc1300,2023-12-13 06:21:33.660962642+00:00,Blouse,Clothing,63,S,Lavender,Winter,Next Day Air,No,No,Cash
727d3ac1-b18a-4f95-b9d8-bc67d7bd2c3e,2023-03-13 20:31:53.667413913+00:00,Belt,Accessories,87,S,Green,Summer,Express,No,No,Venmo
ed33bd17-906c-48c2-86a5-e0ff8f09f288,2023-10-18 07:21:27.254713122+00:00,Blouse,Clothing,70,L,Orange,Spring,Next Day Air,No,No,Credit Card
7216510b-b34d-4a6e-97f0-7dc0eace8ccc,2023-02-20 05:13:52.712947111+00:00,T-shirt,Clothing,51,M,Olive,Spring,Next Day Air,No,No,Debit Card
74ef14ca-1645-45fd-bd04-552dee83ac9a,2023-04-08 12:59:02.168113699+00:00,Jewelry,Accessories,25,XL,Gray,Spring,Free Shipping,No,No,Venmo
4ec92d51-4e6d-4ad3-ba65-cceaf51ab66f,2023-02-27 00:37:06.407133838+00:00,Jacket,Outerwear,32,S,Lavender,Winter,Next Day Air,No,No,PayPal
99afa2b2-f9f5-4932-afe2-de3570d6f1ff,2023-09-29 07:46:29.523016405+00:00,Shoes,Footwear,52,M,Red,Spring,2-Day Shipping,No,No,Venmo
313b4711-2161-4d8e-8466-873a9556206b,2023-04-28 19:37:04.019849557+00:00,Gloves,Accessories,33,M,Charcoal,Summer,Standard,No,No,PayPal
d340a851-8d14-43ea-af89-30b40fb0b469,2023-01-09 17:43:40.883349840+00:00,Jeans,Clothing,68,L,Orange,Spring,Free Shipping,No,No,PayPal
0b83e78c-a785-4a61-8677-491bd0b30abe,2023-07-06 19:43:57.529738287+00:00,Jewelry,Accessories,20,M,Red,Fall,Express,No,No,PayPal
890dc2ac-144d-4738-a447-bb86758d1bcc,2023-04-11 14:30:36.529630183+00:00,Pants,Clothing,32,M,Maroon,Winter,Free Shipping,No,No,Cash
3168d55b-4bbc-4fab-908f-b37bfae24250,2023-01-06 22:10:17.852696626+00:00,Jewelry,Accessories,82,M,Silver,Summer,Store Pickup,No,No,Cash
b6442180-a264-49e8-8d85-a98759118eac,2023-02-24 06:45:26.321855853+00:00,Sneakers,Footwear,64,XL,Pink,Winter,Express,No,No,Bank Transfer
13ca5d43-7a6c-4cf7-b18f-0c69d2ebb617,2023-05-07 16:25:46.417811289+00:00,Boots,Footwear,24,L,Blue,Fall,Standard,No,No,Venmo
8e693771-55bb-4aba-b8fd-c293b8feae0e,2023-11-22 08:22:35.107110049+00:00,Hat,Accessories,96,M,Teal,Summer,Store Pickup,No,No,Debit Card
beb1c4af-8971-4993-9bdb-6ae42065ffcc,2023-02-10 22:36:14.234859011+00:00,T-shirt,Clothing,94,L,Black,Spring,Free Shipping,No,No,Credit Card
dad796e0-2814-4d1e-80c3-ad51fbca10cc,2023-06-18 17:20:05.332195617+00:00,Backpack,Accessories,48,M,Gray,Winter,2-Day Shipping,No,No,Bank Transfer
6b5aa5c0-a9a2-4127-8568-c32f60ea6568,2023-03-02 20:07:20.920457063+00:00,Sunglasses,Accessories,60,S,Purple,Spring,2-Day Shipping,No,No,Credit Card
b9403231-2ad7-4300-a919-b6f07d02856d,2023-03-31 14:15:12.518722183+00:00,Sweater,Clothing,56,XL,Gold,Spring,Express,No,No,PayPal
ec20ca6c-014f-4c3b-b91d-a51dad6a56b1,2023-08-15 07:10:12.504693106+00:00,Handbag,Accessories,33,M,Silver,Fall,2-Day Shipping,No,No,Bank Transfer
139450ee-4851-486d-bb3b-fdacba772040,2023-07-16 21:27:52.621032528+00:00,Backpack,Accessories,46,L,Blue,Spring,2-Day Shipping,No,No,PayPal
4fc3b811-ac66-40b7-95b3-b525d1224fc8,2023-08-18 03:41:24.400282527+00:00,Socks,Clothing,37,L,Yellow,Spring,Standard,No,No,PayPal
4e5891c4-cb3c-429d-ac7c-26fa0e4d8cf7,2023-05-16 19:25:42.867498032+00:00,Shirt,Clothing,98,M,Brown,Winter,Store Pickup,No,No,Bank Transfer
91da5c2e-e741-46c3-b075-f3d43e0ae233,2023-01-24 13:47:34.214512928+00:00,Shorts,Clothing,50,XL,Beige,Spring,Express,No,No,PayPal
2e420998-ad5c-4ff6-ae5a-7dce0b528e13,2023-09-16 17:15:36.658227031+00:00,Belt,Accessories,63,M,Blue,Fall,Next Day Air,No,No,Bank Transfer
bfda4dab-bfe4-4e28-a43b-4bfdc92b1f76,2023-09-24 01:07:30.592654871+00:00,Sweater,Clothing,70,S,Magenta,Summer,Store Pickup,No,No,Debit Card
7cfb2239-8b76-444f-b4ed-21d0c53e1ec0,2023-01-27 18:50:29.849109872+00:00,Coat,Outerwear,63,L,Silver,Fall,Standard,No,No,Cash
3af6b6a5-a3ea-49b5-a922-3ce746febd2a,2023-04-20 20:12:21.852046391+00:00,Shorts,Clothing,86,M,Cyan,Fall,Standard,No,No,Cash
77cbc8d1-ed6c-469f-adda-40c28e15e9e3,2023-12-04 10:34:46.039286381+00:00,Shoes,Footwear,99,M,Green,Summer,2-Day Shipping,No,No,Bank Transfer
3f4fe788-030e-4042-b17f-06c631d299f5,2023-11-26 15:40:16.981560677+00:00,Sneakers,Footwear,40,M,Blue,Spring,Free Shipping,No,No,Bank Transfer
da352d4b-1c17-43d9-8087-3df4f0888ed2,2023-02-22 23:50:52.525791729+00:00,Sneakers,Footwear,92,M,Olive,Fall,Store Pickup,No,No,Debit Card
fb969c66-3b0b-4f1b-98cf-55b95a4ad0f7,2023-08-13 01:38:17.817522976+00:00,Pants,Clothing,21,XL,Beige,Fall,2-Day Shipping,No,No,Cash
97d0a675-26f3-4393-99a6-5c40bff50834,2023-01-30 07:06:10.352048568+00:00,Jewelry,Accessories,81,XL,Black,Summer,Store Pickup,No,No,Venmo
09a41b48-43f3-40ec-9f04-4149219f0ce8,2023-05-20 07:43:03.067608965+00:00,T-shirt,Clothing,82,M,Indigo,Fall,Free Shipping,No,No,Debit Card
c2aab12d-dbd3-4e60-aa60-6d3af7088eac,2023-02-08 22:54:18.781308924+00:00,Jewelry,Accessories,88,XL,Red,Spring,Express,No,No,Cash
42118e44-4c7c-48e9-ad05-d718e599c157,2023-10-07 05:44:17.649967950+00:00,Jacket,Outerwear,100,S,Yellow,Fall,Store Pickup,No,No,PayPal
420562cd-4e1f-4624-8032-683ecde0a887,2023-11-09 21:22:10.455279968+00:00,Backpack,Accessories,66,M,Beige,Winter,Next Day Air,No,No,Bank Transfer
2ce59680-3653-4f1b-b1af-26a18fbb7104,2023-10-24 04:36:55.365986556+00:00,Belt,Accessories,25,S,Green,Winter,Next Day Air,No,No,PayPal
a5cb4e95-db74-465d-ab59-17fb610192c8,2023-02-06 07:04:51.708452530+00:00,Scarf,Accessories,53,M,White,Summer,Free Shipping,No,No,Debit Card
33bb232a-9cfb-457b-8174-38c254de6814,2023-01-26 18:24:49.088278415+00:00,Sweater,Clothing,28,S,Turquoise,Fall,Express,No,No,Debit Card
d6c5e6b4-50c6-4599-920b-dc41445c7d50,2023-01-28 20:23:04.336625710+00:00,Gloves,Accessories,23,S,Indigo,Fall,Free Shipping,No,No,Debit Card
98d02694-5b2e-4875-aa90-3da2a9668f72,2023-04-12 06:19:28.422885564+00:00,Scarf,Accessories,34,L,Orange,Fall,Free Shipping,No,No,Bank Transfer
f135ddf2-a0fc-420e-b694-611e6bb4b54a,2023-10-02 03:41:32.526832729+00:00,Dress,Clothing,42,M,Blue,Spring,Next Day Air,No,No,Debit Card
3d1454d7-3437-464a-abea-9205eb3a9c6f,2023-06-11 21:37:25.197871433+00:00,Jeans,Clothing,24,L,Violet,Summer,Next Day Air,No,No,PayPal
1b1c7fa7-4ae7-4f2a-ad13-a92ea4549e62,2023-06-03 10:29:41.563911075+00:00,Sunglasses,Accessories,47,S,Gray,Fall,Free Shipping,No,No,Debit Card
b8b48fb9-71ac-4597-95eb-8393dc25277c,2023-06-15 07:10:06.841868305+00:00,Coat,Outerwear,78,S,Cyan,Spring,Standard,No,No,Bank Transfer
f9dfcada-e81f-4380-930c-925d51e76f56,2023-08-03 13:32:27.737777620+00:00,Jeans,Clothing,89,M,Yellow,Summer,Free Shipping,No,No,Venmo
427e4971-ca4c-48f7-93e1-8e59ef9254e4,2023-09-21 10:39:21.551925921+00:00,Scarf,Accessories,59,L,Orange,Fall,Store Pickup,No,No,Credit Card
c9845622-49a8-40eb-b0a0-57a210bbc793,2023-02-08 20:14:41.129004130+00:00,Blouse,Clothing,94,S,Brown,Summer,Standard,No,No,Bank Transfer
656c7eae-6fbc-443a-92b3-d53de3928db4,2023-04-24 23:36:39.107780865+00:00,Jeans,Clothing,49,M,Teal,Fall,Free Shipping,No,No,Debit Card
b318f4d8-15eb-41f7-a993-293583ebe556,2023-02-21 04:49:31.179880226+00:00,Dress,Clothing,89,L,Beige,Summer,2-Day Shipping,No,No,Cash
9974ea59-74dc-40e7-9255-a3e7d9eb2282,2023-04-21 12:02:43.974322760+00:00,Hat,Accessories,91,M,Blue,Summer,Standard,No,No,Credit Card
7b3d60d4-cb9d-4d08-8cc7-06d264ef52b1,2023-03-06 14:32:19.007652531+00:00,Sandals,Footwear,89,L,Orange,Spring,Standard,No,No,Debit Card
25ed3d53-534a-4fe5-8885-1081008da2d6,2023-11-08 02:54:46.166537988+00:00,Jacket,Outerwear,57,L,Gold,Spring,Free Shipping,No,No,Credit Card
2f3c53bd-90e8-450b-8334-1a5baf22d0e2,2023-01-17 03:40:48.000662445+00:00,Socks,Clothing,71,S,Teal,Winter,Free Shipping,No,No,Debit Card
efca318d-aab0-40a8-b7f9-b5ca926c1d7b,2023-12-18 16:54:43.879768205+00:00,Jeans,Clothing,97,XL,Beige,Fall,Next Day Air,No,No,Bank Transfer
55ce333d-4ce8-49c6-af9d-509143c616ee,2023-01-08 21:48:35.670889210+00:00,Sandals,Footwear,45,M,Silver,Fall,Next Day Air,No,No,Bank Transfer
c8fea983-b763-4891-ad08-7f136dc600f8,2023-03-26 00:02:50.402394485+00:00,Dress,Clothing,91,M,Maroon,Spring,Store Pickup,No,No,Debit Card
615ddbbc-3c18-4c9b-930c-fbc6dd8207e5,2023-09-24 04:12:00.134013200+00:00,Socks,Clothing,25,M,Indigo,Spring,Standard,No,No,Venmo
97321633-6c23-42c1-93c0-e9992ab44a2d,2023-06-16 03:43:01.658654645+00:00,Hoodie,Clothing,63,M,Gray,Fall,Store Pickup,No,No,Bank Transfer
696d8905-b423-4a44-ba19-20a158bde40c,2023-02-10 23:16:30.883889077+00:00,Dress,Clothing,52,L,Blue,Summer,Free Shipping,No,No,Debit Card
6dba0711-5461-45d2-9bb8-b0cedbac8117,2023-05-04 19:46:37.688534335+00:00,Sneakers,Footwear,43,S,Cyan,Winter,Next Day Air,No,No,Credit Card
371c07fc-a6b3-46cb-b594-6c2808a60465,2023-05-09 11:23:05.070900337+00:00,T-shirt,Clothing,28,M,White,Summer,2-Day Shipping,No,No,Venmo
751c30fe-2a8a-4545-8b30-e899c19ecb6e,2023-01-09 22:29:08.450882924+00:00,T-shirt,Clothing,78,L,Green,Summer,Express,No,No,PayPal
bc931700-c861-48dc-84e3-67295c1fda6f,2023-12-14 14:56:03.446973433+00:00,Sweater,Clothing,31,M,Silver,Spring,Free Shipping,No,No,Cash
e064be1b-e25e-4087-bf6d-5968ae49c0d5,2023-03-23 04:00:03.489478505+00:00,Shirt,Clothing,23,M,Blue,Winter,Next Day Air,No,No,Bank Transfer
8c5e73f6-b842-4b3e-9451-758b97b6047c,2023-08-24 21:16:41.972473065+00:00,Hat,Accessories,25,M,Brown,Spring,Store Pickup,No,No,Cash
d095d8f4-d255-4f94-ba7a-1fd33ce9e1a7,2023-01-26 17:22:20.600324912+00:00,Pants,Clothing,86,S,Red,Summer,Store Pickup,No,No,Venmo
2c25cc19-0117-4776-aa79-c4b042778532,2023-06-26 00:24:24.447539915+00:00,Shoes,Footwear,88,M,Gold,Spring,Free Shipping,No,No,Venmo
3f53e847-75ba-4f9c-81d6-57c33beffcc2,2023-02-23 17:15:25.374741338+00:00,Gloves,Accessories,35,M,Silver,Spring,Free Shipping,No,No,Venmo
be6730bd-773c-49e1-b0a3-eeebb7af3924,2023-05-17 07:02:08.700499494+00:00,Jewelry,Accessories,34,M,Gray,Fall,Standard,No,No,Credit Card
fb3ac33f-6479-4d78-931c-426f381b7b50,2023-05-11 01:38:43.076600896+00:00,Pants,Clothing,75,M,Black,Winter,Standard,No,No,PayPal
5f7c888c-df79-4968-b549-53b62b46f5af,2023-01-15 09:31:59.575055652+00:00,Hoodie,Clothing,46,XL,Beige,Winter,Express,No,No,Credit Card
fd0eae79-c104-40aa-a438-ba9cf57eb22b,2023-09-06 22:28:21.948605300+00:00,Jewelry,Accessories,31,L,Peach,Fall,Free Shipping,No,No,Venmo
78c2c155-d520-4700-9ca2-97c2e8139565,2023-08-26 09:39:35.130932730+00:00,Socks,Clothing,93,L,Cyan,Spring,Store Pickup,No,No,Debit Card
9641ad73-4120-4fba-a673-c74ae7457af4,2023-10-18 21:21:17.608694038+00:00,Sunglasses,Accessories,85,XL,Pink,Spring,Free Shipping,No,No,Bank Transfer
231baf7e-293c-449b-9548-688d1a492cff,2023-11-22 09:46:16.616096810+00:00,Belt,Accessories,68,M,Lavender,Fall,2-Day Shipping,No,No,Cash
134a6a01-0743-49ff-94b1-4eabdee8d879,2023-01-23 03:33:54.660534447+00:00,Dress,Clothing,40,M,Brown,Spring,Store Pickup,No,No,PayPal
0f124d14-9b92-4fde-a327-3c88ce1b188e,2023-08-05 06:39:13.741123286+00:00,Shirt,Clothing,51,M,Magenta,Winter,Standard,No,No,Debit Card
23c8cdf3-d495-493b-8458-6404eacbb8e5,2023-05-13 14:38:16.155725405+00:00,Scarf,Accessories,85,M,Violet,Winter,Store Pickup,No,No,Bank Transfer
b92fb918-4e16-4b1e-b969-a3a4d6dfcb3e,2023-11-07 00:56:26.446410590+00:00,Jacket,Outerwear,23,M,Teal,Summer,Express,No,No,Debit Card
c858b3ee-db95-4ca7-8b5c-0ef40ead5abb,2023-10-03 23:34:51.086276266+00:00,Dress,Clothing,28,L,Brown,Summer,Free Shipping,No,No,Debit Card
7e9f9231-5547-45ed-bc82-d2b5bc3fec0f,2023-09-01 07:24:02.508456053+00:00,Socks,Clothing,44,M,Olive,Fall,2-Day Shipping,No,No,Debit Card
0c7b7c42-17d8-4280-b127-2cb61241c38c,2023-08-30 02:32:55.758296957+00:00,Jewelry,Accessories,57,M,Indigo,Spring,Store Pickup,No,No,Venmo
f6e2d7f7-a96b-49a9-8609-cc89db3397b0,2023-05-04 10:30:03.854650662+00:00,Scarf,Accessories,98,S,Red,Fall,Next Day Air,No,No,PayPal
948abb25-1a35-4af9-ab8e-b6fe2a08a324,2023-11-29 04:47:34.763462140+00:00,Backpack,Accessories,68,M,Olive,Winter,2-Day Shipping,No,No,Bank Transfer
bb4ebb03-7c1e-42e7-b590-f567c4cabe8b,2023-07-12 04:33:59.511764777+00:00,Jacket,Outerwear,36,L,Teal,Fall,Express,No,No,Debit Card
c6459500-6201-4cd2-8320-881a2d095b6c,2023-05-15 13:23:19.661188970+00:00,Coat,Outerwear,71,L,Cyan,Spring,Express,No,No,Debit Card
